0it [00:00, ?it/s]0it [00:14, ?it/s]
using 0 images for training, 0 images for validation.
  0%|                     | 0/30 [00:00<?, ?it/s]valid epoch[2/200] loss:0.696 acc:17.000:   3%| |valid epoch[2/200] loss:0.693 acc:119.000:  23%|2valid epoch[2/200] loss:0.682 acc:216.000:  43%|4valid epoch[2/200] loss:0.691 acc:321.000:  63%|6valid epoch[2/200] loss:0.703 acc:427.000:  83%|8valid epoch[2/200] loss:0.668 acc:510.000: 100%|#
[epoch 2] train_loss: 0.694  val_accuracy: 0.539
[epoch 3, batch 1] loss: 0.700
[epoch 3, batch 2] loss: 0.690
[epoch 3, batch 3] loss: 0.696
[epoch 3, batch 4] loss: 0.667
[epoch 3, batch 5] loss: 0.727
[epoch 3, batch 6] loss: 0.735
[epoch 3, batch 7] loss: 0.703
[epoch 3, batch 8] loss: 0.689
[epoch 3, batch 9] loss: 0.690
[epoch 3, batch 10] loss: 0.689
[epoch 3, batch 11] loss: 0.697
[epoch 3, batch 12] loss: 0.665
[epoch 3, batch 13] loss: 0.690
[epoch 3, batch 14] loss: 0.671
[epoch 3, batch 15] loss: 0.699
[epoch 3, batch 16] loss: 0.649
[epoch 3, batch 17] loss: 0.720
[epoch 3, batch 18] loss: 0.705
[epoch 3, batch 19] loss: 0.726
[epoch 3, batch 20] loss: 0.663
[epoch 3, batch 21] loss: 0.729
[epoch 3, batch 22] loss: 0.733
[epoch 3, batch 23] loss: 0.687
[epoch 3, batch 24] loss: 0.687
[epoch 3, batch 25] loss: 0.688
[epoch 3, batch 26] loss: 0.695
[epoch 3, batch 27] loss: 0.734
[epoch 3, batch 28] loss: 0.684
[epoch 3, batch 29] loss: 0.700
[epoch 3, batch 30] loss: 0.688
[epoch 3, batch 31] loss: 0.710
[epoch 3, batch 32] loss: 0.701
[epoch 3, batch 33] loss: 0.695
[epoch 3, batch 34] loss: 0.685
[epoch 3, batch 35] loss: 0.681
[epoch 3, batch 36] loss: 0.694
[epoch 3, batch 37] loss: 0.686
[epoch 3, batch 38] loss: 0.689
[epoch 3, batch 39] loss: 0.712
[epoch 3, batch 40] loss: 0.712
[epoch 3, batch 41] loss: 0.680
[epoch 3, batch 42] loss: 0.710
[epoch 3, batch 43] loss: 0.638
[epoch 3, batch 44] loss: 0.654
[epoch 3, batch 45] loss: 0.655
[epoch 3, batch 46] loss: 0.676
[epoch 3, batch 47] loss: 0.700
[epoch 3, batch 48] loss: 0.702
[epoch 3, batch 49] loss: 0.695
[epoch 3, batch 50] loss: 0.698
[epoch 3, batch 51] loss: 0.709
[epoch 3, batch 52] loss: 0.674
[epoch 3, batch 53] loss: 0.677
[epoch 3, batch 54] loss: 0.697
[epoch 3, batch 55] loss: 0.696
[epoch 3, batch 56] loss: 0.688
[epoch 3, batch 57] loss: 0.693
[epoch 3, batch 58] loss: 0.703
[epoch 3, batch 59] loss: 0.691
[epoch 3, batch 60] loss: 0.682
[epoch 3, batch 61] loss: 0.686
[epoch 3, batch 62] loss: 0.716
[epoch 3, batch 63] loss: 0.691
[epoch 3, batch 64] loss: 0.664
[epoch 3, batch 65] loss: 0.713
[epoch 3, batch 66] loss: 0.707
[epoch 3, batch 67] loss: 0.687
[epoch 3, batch 68] loss: 0.689
[epoch 3, batch 69] loss: 0.699
[epoch 3, batch 70] loss: 0.721
[epoch 3, batch 71] loss: 0.634
[epoch 3, batch 72] loss: 0.660
[epoch 3, batch 73] loss: 0.702
[epoch 3, batch 74] loss: 0.699
[epoch 3, batch 75] loss: 0.697
[epoch 3, batch 76] loss: 0.709
[epoch 3, batch 77] loss: 0.674
[epoch 3, batch 78] loss: 0.659
[epoch 3, batch 79] loss: 0.779
[epoch 3, batch 80] loss: 0.696
[epoch 3, batch 81] loss: 0.641
[epoch 3, batch 82] loss: 0.644
[epoch 3, batch 83] loss: 0.793
[epoch 3, batch 84] loss: 0.709
[epoch 3, batch 85] loss: 0.703
[epoch 3, batch 86] loss: 0.688
[epoch 3, batch 87] loss: 0.683
[epoch 3, batch 88] loss: 0.721
[epoch 3, batch 89] loss: 0.645
[epoch 3, batch 90] loss: 0.751
[epoch 3, batch 91] loss: 0.655
[epoch 3, batch 92] loss: 0.724
[epoch 3, batch 93] loss: 0.658
[epoch 3, batch 94] loss: 0.649
[epoch 3, batch 95] loss: 0.688
[epoch 3, batch 96] loss: 0.676
[epoch 3, batch 97] loss: 0.740
[epoch 3, batch 98] loss: 0.672
[epoch 3, batch 99] loss: 0.691
[epoch 3, batch 100] loss: 0.681
[epoch 3, batch 101] loss: 0.668
[epoch 3, batch 102] loss: 0.684
[epoch 3, batch 103] loss: 0.719
[epoch 3, batch 104] loss: 0.710
[epoch 3, batch 105] loss: 0.710
[epoch 3, batch 106] loss: 0.683
[epoch 3, batch 107] loss: 0.671
[epoch 3, batch 108] loss: 0.690
[epoch 3, batch 109] loss: 0.675
[epoch 3, batch 110] loss: 0.673
[epoch 3, batch 111] loss: 0.692
[epoch 3, batch 112] loss: 0.730
[epoch 3, batch 113] loss: 0.667
[epoch 3, batch 114] loss: 0.687
[epoch 3, batch 115] loss: 0.717
[epoch 3, batch 116] loss: 0.685
[epoch 3, batch 117] loss: 0.725
[epoch 3, batch 118] loss: 0.688
[epoch 3, batch 119] loss: 0.700
[epoch 3, batch 120] loss: 0.701
[epoch 3, batch 121] loss: 0.704
[epoch 3, batch 122] loss: 0.678
[epoch 3, batch 123] loss: 0.697
[epoch 3, batch 124] loss: 0.703
[epoch 3, batch 125] loss: 0.678
[epoch 3, batch 126] loss: 0.679
[epoch 3, batch 127] loss: 0.659
[epoch 3, batch 128] loss: 0.696
[epoch 3, batch 129] loss: 0.672
[epoch 3, batch 130] loss: 0.695
[epoch 3, batch 131] loss: 0.630
[epoch 3, batch 132] loss: 0.732
[epoch 3, batch 133] loss: 0.655
[epoch 3, batch 134] loss: 0.707
[epoch 3, batch 135] loss: 0.665
[epoch 3, batch 136] loss: 0.647
[epoch 3, batch 137] loss: 0.727
[epoch 3, batch 138] loss: 0.720
[epoch 3, batch 139] loss: 0.678
[epoch 3, batch 140] loss: 0.689
[epoch 3, batch 141] loss: 0.682
[epoch 3, batch 142] loss: 0.676
[epoch 3, batch 143] loss: 0.699
[epoch 3, batch 144] loss: 0.703
[epoch 3, batch 145] loss: 0.692
[epoch 3, batch 146] loss: 0.681
[epoch 3, batch 147] loss: 0.686
[epoch 3, batch 148] loss: 0.689
[epoch 3, batch 149] loss: 0.704
[epoch 3, batch 150] loss: 0.686
[epoch 3, batch 151] loss: 0.682
[epoch 3, batch 152] loss: 0.662
[epoch 3, batch 153] loss: 0.727
[epoch 3, batch 154] loss: 0.645
[epoch 3, batch 155] loss: 0.721
[epoch 3, batch 156] loss: 0.778
[epoch 3, batch 157] loss: 0.750
[epoch 3, batch 158] loss: 0.674
[epoch 3, batch 159] loss: 0.752
[epoch 3, batch 160] loss: 0.679
[epoch 3, batch 161] loss: 0.692
[epoch 3, batch 162] loss: 0.709
[epoch 3, batch 163] loss: 0.703
[epoch 3, batch 164] loss: 0.681
[epoch 3, batch 165] loss: 0.674
[epoch 3, batch 166] loss: 0.664
[epoch 3, batch 167] loss: 0.714
[epoch 3, batch 168] loss: 0.768
[epoch 3, batch 169] loss: 0.706
[epoch 3, batch 170] loss: 0.686
[epoch 3, batch 171] loss: 0.689
[epoch 3, batch 172] loss: 0.673
[epoch 3, batch 173] loss: 0.663
[epoch 3, batch 174] loss: 0.675
[epoch 3, batch 175] loss: 0.663
[epoch 3, batch 176] loss: 0.697
[epoch 3, batch 177] loss: 0.673
[epoch 3, batch 178] loss: 0.710
[epoch 3, batch 179] loss: 0.709
[epoch 3, batch 180] loss: 0.760
[epoch 3, batch 181] loss: 0.673
[epoch 3, batch 182] loss: 0.701
[epoch 3, batch 183] loss: 0.707
[epoch 3, batch 184] loss: 0.679
[epoch 3, batch 185] loss: 0.703
[epoch 3, batch 186] loss: 0.682
[epoch 3, batch 187] loss: 0.693
[epoch 3, batch 188] loss: 0.719
[epoch 3, batch 189] loss: 0.708
[epoch 3, batch 190] loss: 0.698
[epoch 3, batch 191] loss: 0.686
[epoch 3, batch 192] loss: 0.657
[epoch 3, batch 193] loss: 0.697
[epoch 3, batch 194] loss: 0.665
[epoch 3, batch 195] loss: 0.720
[epoch 3, batch 196] loss: 0.774
[epoch 3, batch 197] loss: 0.696
[epoch 3, batch 198] loss: 0.704
[epoch 3, batch 199] loss: 0.759
[epoch 3, batch 200] loss: 0.706
[epoch 3, batch 201] loss: 0.719
[epoch 3, batch 202] loss: 0.701
[epoch 3, batch 203] loss: 0.683
[epoch 3, batch 204] loss: 0.699
[epoch 3, batch 205] loss: 0.695
[epoch 3, batch 206] loss: 0.698
  0%|                     | 0/30 [00:00<?, ?it/s]valid epoch[3/200] loss:0.690 acc:16.000:   3%| |valid epoch[3/200] loss:0.691 acc:68.000:  13%|1|valid epoch[3/200] loss:0.691 acc:167.000:  33%|3valid epoch[3/200] loss:0.683 acc:273.000:  53%|5valid epoch[3/200] loss:0.694 acc:374.000:  73%|7valid epoch[3/200] loss:0.680 acc:479.000:  93%|9valid epoch[3/200] loss:0.679 acc:506.000: 100%|#
[epoch 3] train_loss: 0.694  val_accuracy: 0.535
[epoch 4, batch 1] loss: 0.695
[epoch 4, batch 2] loss: 0.689
[epoch 4, batch 3] loss: 0.693
[epoch 4, batch 4] loss: 0.668
[epoch 4, batch 5] loss: 0.704
[epoch 4, batch 6] loss: 0.731
[epoch 4, batch 7] loss: 0.699
[epoch 4, batch 8] loss: 0.693
[epoch 4, batch 9] loss: 0.685
[epoch 4, batch 10] loss: 0.699
[epoch 4, batch 11] loss: 0.676
[epoch 4, batch 12] loss: 0.684
[epoch 4, batch 13] loss: 0.692
[epoch 4, batch 14] loss: 0.667
[epoch 4, batch 15] loss: 0.672
[epoch 4, batch 16] loss: 0.669
[epoch 4, batch 17] loss: 0.703
[epoch 4, batch 18] loss: 0.730
[epoch 4, batch 19] loss: 0.690
[epoch 4, batch 20] loss: 0.699
[epoch 4, batch 21] loss: 0.711
[epoch 4, batch 22] loss: 0.734
[epoch 4, batch 23] loss: 0.672
[epoch 4, batch 24] loss: 0.692
[epoch 4, batch 25] loss: 0.685
[epoch 4, batch 26] loss: 0.692
[epoch 4, batch 27] loss: 0.709
[epoch 4, batch 28] loss: 0.694
[epoch 4, batch 29] loss: 0.694
[epoch 4, batch 30] loss: 0.698
[epoch 4, batch 31] loss: 0.697
[epoch 4, batch 32] loss: 0.691
[epoch 4, batch 33] loss: 0.695
[epoch 4, batch 34] loss: 0.679
[epoch 4, batch 35] loss: 0.681
[epoch 4, batch 36] loss: 0.696
[epoch 4, batch 37] loss: 0.694
[epoch 4, batch 38] loss: 0.692
[epoch 4, batch 39] loss: 0.692
[epoch 4, batch 40] loss: 0.703
[epoch 4, batch 41] loss: 0.673
[epoch 4, batch 42] loss: 0.703
[epoch 4, batch 43] loss: 0.636
[epoch 4, batch 44] loss: 0.656
[epoch 4, batch 45] loss: 0.658
[epoch 4, batch 46] loss: 0.676
[epoch 4, batch 47] loss: 0.699
[epoch 4, batch 48] loss: 0.695
[epoch 4, batch 49] loss: 0.696
[epoch 4, batch 50] loss: 0.699
[epoch 4, batch 51] loss: 0.686
[epoch 4, batch 52] loss: 0.673
[epoch 4, batch 53] loss: 0.670
[epoch 4, batch 54] loss: 0.703
[epoch 4, batch 55] loss: 0.681
[epoch 4, batch 56] loss: 0.703
[epoch 4, batch 57] loss: 0.688
[epoch 4, batch 58] loss: 0.692
[epoch 4, batch 59] loss: 0.683
[epoch 4, batch 60] loss: 0.690
[epoch 4, batch 61] loss: 0.691
[epoch 4, batch 62] loss: 0.708
[epoch 4, batch 63] loss: 0.688
[epoch 4, batch 64] loss: 0.669
[epoch 4, batch 65] loss: 0.693
[epoch 4, batch 66] loss: 0.679
[epoch 4, batch 67] loss: 0.675
[epoch 4, batch 68] loss: 0.693
[epoch 4, batch 69] loss: 0.702
[epoch 4, batch 70] loss: 0.691
[epoch 4, batch 71] loss: 0.633
[epoch 4, batch 72] loss: 0.685
[epoch 4, batch 73] loss: 0.695
[epoch 4, batch 74] loss: 0.703
[epoch 4, batch 75] loss: 0.700
[epoch 4, batch 76] loss: 0.709
[epoch 4, batch 77] loss: 0.672
[epoch 4, batch 78] loss: 0.673
[epoch 4, batch 79] loss: 0.782
[epoch 4, batch 80] loss: 0.690
[epoch 4, batch 81] loss: 0.645
[epoch 4, batch 82] loss: 0.645
[epoch 4, batch 83] loss: 0.794
[epoch 4, batch 84] loss: 0.713
[epoch 4, batch 85] loss: 0.709
[epoch 4, batch 86] loss: 0.682
[epoch 4, batch 87] loss: 0.692
[epoch 4, batch 88] loss: 0.710
[epoch 4, batch 89] loss: 0.649
[epoch 4, batch 90] loss: 0.733
[epoch 4, batch 91] loss: 0.655
[epoch 4, batch 92] loss: 0.727
[epoch 4, batch 93] loss: 0.665
[epoch 4, batch 94] loss: 0.647
[epoch 4, batch 95] loss: 0.690
[epoch 4, batch 96] loss: 0.679
[epoch 4, batch 97] loss: 0.751
[epoch 4, batch 98] loss: 0.669
[epoch 4, batch 99] loss: 0.697
[epoch 4, batch 100] loss: 0.683
[epoch 4, batch 101] loss: 0.670
[epoch 4, batch 102] loss: 0.706
[epoch 4, batch 103] loss: 0.695
[epoch 4, batch 104] loss: 0.700
[epoch 4, batch 105] loss: 0.700
[epoch 4, batch 106] loss: 0.682
[epoch 4, batch 107] loss: 0.675
[epoch 4, batch 108] loss: 0.690
[epoch 4, batch 109] loss: 0.677
[epoch 4, batch 110] loss: 0.660
[epoch 4, batch 111] loss: 0.688
[epoch 4, batch 112] loss: 0.737
[epoch 4, batch 113] loss: 0.667
[epoch 4, batch 114] loss: 0.686
[epoch 4, batch 115] loss: 0.730
[epoch 4, batch 116] loss: 0.685
[epoch 4, batch 117] loss: 0.712
[epoch 4, batch 118] loss: 0.674
[epoch 4, batch 119] loss: 0.689
[epoch 4, batch 120] loss: 0.711
[epoch 4, batch 121] loss: 0.717
[epoch 4, batch 122] loss: 0.671
[epoch 4, batch 123] loss: 0.690
[epoch 4, batch 124] loss: 0.709
[epoch 4, batch 125] loss: 0.663
[epoch 4, batch 126] loss: 0.676
[epoch 4, batch 127] loss: 0.658
[epoch 4, batch 128] loss: 0.696
[epoch 4, batch 129] loss: 0.669
[epoch 4, batch 130] loss: 0.694
[epoch 4, batch 131] loss: 0.626
[epoch 4, batch 132] loss: 0.739
[epoch 4, batch 133] loss: 0.648
[epoch 4, batch 134] loss: 0.717
[epoch 4, batch 135] loss: 0.664
[epoch 4, batch 136] loss: 0.638
[epoch 4, batch 137] loss: 0.743
[epoch 4, batch 138] loss: 0.748
[epoch 4, batch 139] loss: 0.673
[epoch 4, batch 140] loss: 0.676
[epoch 4, batch 141] loss: 0.676
[epoch 4, batch 142] loss: 0.675
[epoch 4, batch 143] loss: 0.687
[epoch 4, batch 144] loss: 0.694
[epoch 4, batch 145] loss: 0.675
[epoch 4, batch 146] loss: 0.701
[epoch 4, batch 147] loss: 0.691
[epoch 4, batch 148] loss: 0.700
[epoch 4, batch 149] loss: 0.703
[epoch 4, batch 150] loss: 0.684
[epoch 4, batch 151] loss: 0.681
[epoch 4, batch 152] loss: 0.677
[epoch 4, batch 153] loss: 0.727
[epoch 4, batch 154] loss: 0.643
[epoch 4, batch 155] loss: 0.725
[epoch 4, batch 156] loss: 0.785
[epoch 4, batch 157] loss: 0.766
[epoch 4, batch 158] loss: 0.695
[epoch 4, batch 159] loss: 0.755
[epoch 4, batch 160] loss: 0.689
[epoch 4, batch 161] loss: 0.706
[epoch 4, batch 162] loss: 0.692
[epoch 4, batch 163] loss: 0.700
[epoch 4, batch 164] loss: 0.677
[epoch 4, batch 165] loss: 0.678
[epoch 4, batch 166] loss: 0.683
[epoch 4, batch 167] loss: 0.715
[epoch 4, batch 168] loss: 0.767
[epoch 4, batch 169] loss: 0.719
[epoch 4, batch 170] loss: 0.687
[epoch 4, batch 171] loss: 0.662
[epoch 4, batch 172] loss: 0.706
[epoch 4, batch 173] loss: 0.667
[epoch 4, batch 174] loss: 0.717
[epoch 4, batch 175] loss: 0.664
[epoch 4, batch 176] loss: 0.703
[epoch 4, batch 177] loss: 0.677
[epoch 4, batch 178] loss: 0.682
[epoch 4, batch 179] loss: 0.697
[epoch 4, batch 180] loss: 0.729
[epoch 4, batch 181] loss: 0.662
[epoch 4, batch 182] loss: 0.658
[epoch 4, batch 183] loss: 0.714
[epoch 4, batch 184] loss: 0.705
[epoch 4, batch 185] loss: 0.712
[epoch 4, batch 186] loss: 0.687
[epoch 4, batch 187] loss: 0.704
[epoch 4, batch 188] loss: 0.715
[epoch 4, batch 189] loss: 0.694
[epoch 4, batch 190] loss: 0.681
[epoch 4, batch 191] loss: 0.672
[epoch 4, batch 192] loss: 0.645
[epoch 4, batch 193] loss: 0.696
[epoch 4, batch 194] loss: 0.661
[epoch 4, batch 195] loss: 0.717
[epoch 4, batch 196] loss: 0.802
[epoch 4, batch 197] loss: 0.704
[epoch 4, batch 198] loss: 0.726
[epoch 4, batch 199] loss: 0.762
[epoch 4, batch 200] loss: 0.739
[epoch 4, batch 201] loss: 0.729
[epoch 4, batch 202] loss: 0.701
[epoch 4, batch 203] loss: 0.696
[epoch 4, batch 204] loss: 0.716
[epoch 4, batch 205] loss: 0.688
[epoch 4, batch 206] loss: 0.689
  0%|                     | 0/30 [00:00<?, ?it/s]valid epoch[4/200] loss:0.689 acc:16.000:   3%| |valid epoch[4/200] loss:0.695 acc:32.000:   7%| |valid epoch[4/200] loss:0.681 acc:153.000:  30%|3valid epoch[4/200] loss:0.688 acc:275.000:  53%|5valid epoch[4/200] loss:0.684 acc:396.000:  77%|7valid epoch[4/200] loss:0.691 acc:511.000: 100%|#valid epoch[4/200] loss:0.691 acc:511.000: 100%|#
[epoch 4] train_loss: 0.693  val_accuracy: 0.540
[epoch 5, batch 1] loss: 0.691
[epoch 5, batch 2] loss: 0.687
[epoch 5, batch 3] loss: 0.690
[epoch 5, batch 4] loss: 0.666
[epoch 5, batch 5] loss: 0.700
[epoch 5, batch 6] loss: 0.706
[epoch 5, batch 7] loss: 0.701
[epoch 5, batch 8] loss: 0.718
[epoch 5, batch 9] loss: 0.686
[epoch 5, batch 10] loss: 0.690
[epoch 5, batch 11] loss: 0.692
[epoch 5, batch 12] loss: 0.667
[epoch 5, batch 13] loss: 0.686
[epoch 5, batch 14] loss: 0.662
[epoch 5, batch 15] loss: 0.682
[epoch 5, batch 16] loss: 0.661
[epoch 5, batch 17] loss: 0.730
[epoch 5, batch 18] loss: 0.723
[epoch 5, batch 19] loss: 0.692
[epoch 5, batch 20] loss: 0.690
[epoch 5, batch 21] loss: 0.706
[epoch 5, batch 22] loss: 0.727
[epoch 5, batch 23] loss: 0.672
[epoch 5, batch 24] loss: 0.699
[epoch 5, batch 25] loss: 0.681
[epoch 5, batch 26] loss: 0.686
[epoch 5, batch 27] loss: 0.707
[epoch 5, batch 28] loss: 0.686
[epoch 5, batch 29] loss: 0.698
[epoch 5, batch 30] loss: 0.692
[epoch 5, batch 31] loss: 0.713
[epoch 5, batch 32] loss: 0.693
[epoch 5, batch 33] loss: 0.707
[epoch 5, batch 34] loss: 0.679
[epoch 5, batch 35] loss: 0.687
[epoch 5, batch 36] loss: 0.695
[epoch 5, batch 37] loss: 0.690
[epoch 5, batch 38] loss: 0.689
[epoch 5, batch 39] loss: 0.677
[epoch 5, batch 40] loss: 0.720
[epoch 5, batch 41] loss: 0.681
[epoch 5, batch 42] loss: 0.703
[epoch 5, batch 43] loss: 0.650
[epoch 5, batch 44] loss: 0.654
[epoch 5, batch 45] loss: 0.654
[epoch 5, batch 46] loss: 0.683
[epoch 5, batch 47] loss: 0.692
[epoch 5, batch 48] loss: 0.687
[epoch 5, batch 49] loss: 0.703
[epoch 5, batch 50] loss: 0.695
[epoch 5, batch 51] loss: 0.672
[epoch 5, batch 52] loss: 0.662
[epoch 5, batch 53] loss: 0.673
[epoch 5, batch 54] loss: 0.711
[epoch 5, batch 55] loss: 0.668
[epoch 5, batch 56] loss: 0.679
[epoch 5, batch 57] loss: 0.666
[epoch 5, batch 58] loss: 0.742
[epoch 5, batch 59] loss: 0.708
[epoch 5, batch 60] loss: 0.770
[epoch 5, batch 61] loss: 0.697
[epoch 5, batch 62] loss: 0.733
[epoch 5, batch 63] loss: 0.707
[epoch 5, batch 64] loss: 0.666
[epoch 5, batch 65] loss: 0.706
[epoch 5, batch 66] loss: 0.694
[epoch 5, batch 67] loss: 0.669
[epoch 5, batch 68] loss: 0.693
[epoch 5, batch 69] loss: 0.691
[epoch 5, batch 70] loss: 0.761
[epoch 5, batch 71] loss: 0.650
[epoch 5, batch 72] loss: 0.718
[epoch 5, batch 73] loss: 0.731
[epoch 5, batch 74] loss: 0.723
[epoch 5, batch 75] loss: 0.717
[epoch 5, batch 76] loss: 0.726
[epoch 5, batch 77] loss: 0.673
[epoch 5, batch 78] loss: 0.713
[epoch 5, batch 79] loss: 0.774
[epoch 5, batch 80] loss: 0.740
[epoch 5, batch 81] loss: 0.650
[epoch 5, batch 82] loss: 0.651
[epoch 5, batch 83] loss: 0.762
[epoch 5, batch 84] loss: 0.688
[epoch 5, batch 85] loss: 0.690
[epoch 5, batch 86] loss: 0.698
[epoch 5, batch 87] loss: 0.721
[epoch 5, batch 88] loss: 0.707
[epoch 5, batch 89] loss: 0.647
[epoch 5, batch 90] loss: 0.696
[epoch 5, batch 91] loss: 0.658
[epoch 5, batch 92] loss: 0.726
[epoch 5, batch 93] loss: 0.663
[epoch 5, batch 94] loss: 0.660
[epoch 5, batch 95] loss: 0.688
[epoch 5, batch 96] loss: 0.676
[epoch 5, batch 97] loss: 0.734
[epoch 5, batch 98] loss: 0.672
[epoch 5, batch 99] loss: 0.693
[epoch 5, batch 100] loss: 0.681
[epoch 5, batch 101] loss: 0.674
[epoch 5, batch 102] loss: 0.694
[epoch 5, batch 103] loss: 0.691
[epoch 5, batch 104] loss: 0.691
[epoch 5, batch 105] loss: 0.701
[epoch 5, batch 106] loss: 0.694
[epoch 5, batch 107] loss: 0.681
[epoch 5, batch 108] loss: 0.689
[epoch 5, batch 109] loss: 0.691
[epoch 5, batch 110] loss: 0.675
[epoch 5, batch 111] loss: 0.688
[epoch 5, batch 112] loss: 0.712
[epoch 5, batch 113] loss: 0.703
[epoch 5, batch 114] loss: 0.684
[epoch 5, batch 115] loss: 0.709
[epoch 5, batch 116] loss: 0.679
[epoch 5, batch 117] loss: 0.712
[epoch 5, batch 118] loss: 0.682
[epoch 5, batch 119] loss: 0.694
[epoch 5, batch 120] loss: 0.706
[epoch 5, batch 121] loss: 0.709
[epoch 5, batch 122] loss: 0.677
[epoch 5, batch 123] loss: 0.689
[epoch 5, batch 124] loss: 0.698
[epoch 5, batch 125] loss: 0.670
[epoch 5, batch 126] loss: 0.685
[epoch 5, batch 127] loss: 0.659
[epoch 5, batch 128] loss: 0.698
[epoch 5, batch 129] loss: 0.668
[epoch 5, batch 130] loss: 0.691
[epoch 5, batch 131] loss: 0.632
[epoch 5, batch 132] loss: 0.734
[epoch 5, batch 133] loss: 0.651
[epoch 5, batch 134] loss: 0.710
[epoch 5, batch 135] loss: 0.664
[epoch 5, batch 136] loss: 0.642
[epoch 5, batch 137] loss: 0.732
[epoch 5, batch 138] loss: 0.736
[epoch 5, batch 139] loss: 0.697
[epoch 5, batch 140] loss: 0.666
[epoch 5, batch 141] loss: 0.677
[epoch 5, batch 142] loss: 0.679
[epoch 5, batch 143] loss: 0.689
[epoch 5, batch 144] loss: 0.700
[epoch 5, batch 145] loss: 0.684
[epoch 5, batch 146] loss: 0.688
[epoch 5, batch 147] loss: 0.692
[epoch 5, batch 148] loss: 0.697
[epoch 5, batch 149] loss: 0.700
[epoch 5, batch 150] loss: 0.682
[epoch 5, batch 151] loss: 0.682
[epoch 5, batch 152] loss: 0.674
[epoch 5, batch 153] loss: 0.728
[epoch 5, batch 154] loss: 0.642
[epoch 5, batch 155] loss: 0.712
[epoch 5, batch 156] loss: 0.783
[epoch 5, batch 157] loss: 0.760
[epoch 5, batch 158] loss: 0.671
[epoch 5, batch 159] loss: 0.755
[epoch 5, batch 160] loss: 0.685
[epoch 5, batch 161] loss: 0.692
[epoch 5, batch 162] loss: 0.684
[epoch 5, batch 163] loss: 0.698
[epoch 5, batch 164] loss: 0.679
[epoch 5, batch 165] loss: 0.685
[epoch 5, batch 166] loss: 0.679
[epoch 5, batch 167] loss: 0.708
[epoch 5, batch 168] loss: 0.750
[epoch 5, batch 169] loss: 0.714
[epoch 5, batch 170] loss: 0.684
[epoch 5, batch 171] loss: 0.672
[epoch 5, batch 172] loss: 0.719
[epoch 5, batch 173] loss: 0.666
[epoch 5, batch 174] loss: 0.671
[epoch 5, batch 175] loss: 0.663
[epoch 5, batch 176] loss: 0.708
[epoch 5, batch 177] loss: 0.680
[epoch 5, batch 178] loss: 0.691
[epoch 5, batch 179] loss: 0.727
[epoch 5, batch 180] loss: 0.789
[epoch 5, batch 181] loss: 0.673
[epoch 5, batch 182] loss: 0.700
[epoch 5, batch 183] loss: 0.698
[epoch 5, batch 184] loss: 0.682
[epoch 5, batch 185] loss: 0.696
[epoch 5, batch 186] loss: 0.681
[epoch 5, batch 187] loss: 0.710
[epoch 5, batch 188] loss: 0.709
[epoch 5, batch 189] loss: 0.705
[epoch 5, batch 190] loss: 0.689
[epoch 5, batch 191] loss: 0.682
[epoch 5, batch 192] loss: 0.658
[epoch 5, batch 193] loss: 0.697
[epoch 5, batch 194] loss: 0.672
[epoch 5, batch 195] loss: 0.714
[epoch 5, batch 196] loss: 0.769
[epoch 5, batch 197] loss: 0.701
[epoch 5, batch 198] loss: 0.686
[epoch 5, batch 199] loss: 0.741
[epoch 5, batch 200] loss: 0.688
[epoch 5, batch 201] loss: 0.717
[epoch 5, batch 202] loss: 0.714
[epoch 5, batch 203] loss: 0.673
[epoch 5, batch 204] loss: 0.700
[epoch 5, batch 205] loss: 0.685
[epoch 5, batch 206] loss: 0.685
  0%|                     | 0/30 [00:00<?, ?it/s]valid epoch[5/200] loss:0.692 acc:17.000:   3%| |valid epoch[5/200] loss:0.695 acc:34.000:   7%| |valid epoch[5/200] loss:0.702 acc:136.000:  27%|2valid epoch[5/200] loss:0.694 acc:234.000:  47%|4valid epoch[5/200] loss:0.693 acc:314.000:  63%|6valid epoch[5/200] loss:0.686 acc:424.000:  87%|8valid epoch[5/200] loss:0.711 acc:477.000: 100%|#
[epoch 5] train_loss: 0.694  val_accuracy: 0.504
[epoch 6, batch 1] loss: 0.685
[epoch 6, batch 2] loss: 0.695
[epoch 6, batch 3] loss: 0.693
[epoch 6, batch 4] loss: 0.682
[epoch 6, batch 5] loss: 0.704
[epoch 6, batch 6] loss: 0.709
[epoch 6, batch 7] loss: 0.696
[epoch 6, batch 8] loss: 0.702
[epoch 6, batch 9] loss: 0.684
[epoch 6, batch 10] loss: 0.694
[epoch 6, batch 11] loss: 0.691
[epoch 6, batch 12] loss: 0.668
[epoch 6, batch 13] loss: 0.681
[epoch 6, batch 14] loss: 0.670
[epoch 6, batch 15] loss: 0.694
[epoch 6, batch 16] loss: 0.683
[epoch 6, batch 17] loss: 0.715
[epoch 6, batch 18] loss: 0.719
[epoch 6, batch 19] loss: 0.693
[epoch 6, batch 20] loss: 0.692
[epoch 6, batch 21] loss: 0.705
[epoch 6, batch 22] loss: 0.733
[epoch 6, batch 23] loss: 0.671
[epoch 6, batch 24] loss: 0.697
[epoch 6, batch 25] loss: 0.679
[epoch 6, batch 26] loss: 0.692
[epoch 6, batch 27] loss: 0.725
[epoch 6, batch 28] loss: 0.682
[epoch 6, batch 29] loss: 0.698
